eq,rate
C5H7O(19) = C5H7O(41),"SimpleRate(k=ArrheniusFunction(A=7652.45, b=1.812, E=14.74, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(43) = C5H7O(41),"SimpleRate(k=ArrheniusFunction(A=123100000000.0, b=0.765, E=55.941, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(42) = C5H7O(41),"SimpleRate(k=ArrheniusFunction(A=39600000000.0, b=0.83, E=61.6, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(41) = C5H7O(40),"SimpleRate(k=ArrheniusFunction(A=74200.0, b=2.23, E=10.59, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + C5H8O(143) = C5H9O(208),"SimpleRate(k=ArrheniusFunction(A=7500000.0, b=2.16, E=4.6, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O3(44) = S(122),"SimpleRate(k=ArrheniusFunction(A=2960000000.0, b=0.19, E=20.166, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(365) = S(1367),"SimpleRate(k=ArrheniusFunction(A=2116297000.0, b=0.95, E=35.55, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1367) = S(122),"SimpleRate(k=ArrheniusFunction(A=609000000.0, b=0.695, E=3.613, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1412) = S(708),"SimpleRate(k=ArrheniusFunction(A=918363000000.0, b=0.209, E=77.151, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1412) = S(1239),"SimpleRate(k=ArrheniusFunction(A=214654.5, b=1.702, E=7.824, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1412) = S(1367),"SimpleRate(k=ArrheniusFunction(A=7502.33, b=1.778, E=42.742, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(350) = S(827),"SimpleRate(k=ArrheniusFunction(A=12044.42, b=1.9, E=11.75, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(145) = C5H7O(512),"SimpleRate(k=ArrheniusFunction(A=4910500.0, b=1.4, E=18.049, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(375) = C5H7O(33),"SimpleRate(k=ArrheniusFunction(A=200815.0, b=1.582, E=14.173, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(375) = C5H7O(512),"SimpleRate(k=ArrheniusFunction(A=12838.4, b=2.123, E=13.54, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(45) + C5H6O(136) = S(442),"SimpleRate(k=ArrheniusFunction(A=19.1057, b=3.201, E=7.2, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(417) = S(442),"SimpleRate(k=ArrheniusFunction(A=198900000000.0, b=0.15, E=34.21, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(442) = S(673),"SimpleRate(k=ArrheniusFunction(A=0.234039, b=3.387, E=14.076, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(442) = HO(46) + S(1371),"SimpleRate(k=ArrheniusFunction(A=3980000000000.0, b=0.0, E=10.909, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(524) = S(1318),"SimpleRate(k=ArrheniusFunction(A=3.41068e+22, b=-2.688, E=7.92, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(442) = S(1318),"SimpleRate(k=ArrheniusFunction(A=1.06161e+19, b=-1.866, E=8.183, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + HO(46) = O(566),"SimpleRate(k=ArrheniusFunction(A=162000000000000.0, b=0.0, E=0.15, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(372) = HO(46) + S(899),"SimpleRate(k=ArrheniusFunction(A=36306610000.0, b=0.0, E=13.1, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C3H3O(137) = C3H3O(427),"SimpleRate(k=ArrheniusFunction(A=481900.0, b=2.375, E=40.143, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C3H3O(427) = C3H3O(90),"SimpleRate(k=ArrheniusFunction(A=3683930000000.0, b=-0.105, E=17.188, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C3H3O(427) = C3H3O(298),"SimpleRate(k=ArrheniusFunction(A=4965190000.0, b=1.058, E=38.905, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + C3H3O(427) = C3H4O(180),"SimpleRate(k=ArrheniusFunction(A=9.28426e+23, b=-3.05, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(46) + C5H7O(5) = S(562),"SimpleRate(k=ArrheniusFunction(A=20000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(562) = HO(46) + C5H8O(61),"SimpleRate(k=ArrheniusFunction(A=949092400.0, b=1.344, E=2.245, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(46) + S(562) = HO(46) + S(563),"SimpleRate(k=ArrheniusFunction(A=362.9931, b=2.804, E=14.103, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(674) = S(872),"SimpleRate(k=ArrheniusFunction(A=7127620000000.0, b=-0.054, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(471) = S(114),"SimpleRate(k=ArrheniusFunction(A=1372270.0, b=1.567, E=14.049, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(20) = S(471),"SimpleRate(k=ArrheniusFunction(A=15148320000000.0, b=-0.129, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(471) = HO2(45) + C5H6O(313),"SimpleRate(k=ArrheniusFunction(A=80040560000.0, b=0.563, E=29.8, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(45) + C5H7O(175) = S(1130),"SimpleRate(k=ArrheniusFunction(A=3632220.0, b=1.598, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(370) = S(1130),"SimpleRate(k=ArrheniusFunction(A=2805150000000.0, b=0.315, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(896) = S(1130),"SimpleRate(k=ArrheniusFunction(A=1.52804e+55, b=-12.789, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(1127) = S(1130),"SimpleRate(k=ArrheniusFunction(A=5250690000.0, b=1.273, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + C5H8O(143) = C5H9O(205),"SimpleRate(k=ArrheniusFunction(A=373000.0, b=2.53, E=5.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H9O(205) = C5H9O(206),"SimpleRate(k=ArrheniusFunction(A=87235310000.0, b=0.11, E=60.55, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + C5H8O(419) = C5H9O(205),"SimpleRate(k=ArrheniusFunction(A=135000000.0, b=1.64, E=0.38, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H9O(208) = C5H9O(205),"SimpleRate(k=ArrheniusFunction(A=242704700.0, b=1.506, E=26.751, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(161) = S(658),"SimpleRate(k=ArrheniusFunction(A=14081700000000.0, b=-0.087, E=2.432, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(658) = HO2(45) + C5H6O(163),"SimpleRate(k=ArrheniusFunction(A=68130000000.0, b=0.493, E=29.45, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(325) = S(282),"SimpleRate(k=ArrheniusFunction(A=4769551.0, b=1.945, E=-0.579, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(325) = S(673),"SimpleRate(k=ArrheniusFunction(A=39700000.0, b=1.88, E=7.7, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(325) = S(321),"SimpleRate(k=ArrheniusFunction(A=6390000.0, b=2.09, E=6.1, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(325) = S(326),"SimpleRate(k=ArrheniusFunction(A=616500000.0, b=1.533, E=1.239, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(317) = S(282),"SimpleRate(k=ArrheniusFunction(A=0.234039, b=3.387, E=2.418, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(317) = S(282),"SimpleRate(k=ArrheniusFunction(A=7713.65, b=2.167, E=6.34, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(317) = HO(46) + S(1952),"SimpleRate(k=ArrheniusFunction(A=3980000000000.0, b=0.0, E=10.909, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(24) = C5H7O(299),"SimpleRate(k=ArrheniusFunction(A=3067592.0, b=1.915, E=28.498, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + C5H6O(288) = C5H7O(299),"SimpleRate(k=ArrheniusFunction(A=498790900.0, b=1.588, E=1.015, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(301) = C5H7O(299),"SimpleRate(k=ArrheniusFunction(A=74200.0, b=2.23, E=10.59, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + C5H7O(299) = C5H8O(303),"SimpleRate(k=ArrheniusFunction(A=17663700000000.0, b=0.153, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(46) + C5H7O(30) = S(583),"SimpleRate(k=ArrheniusFunction(A=77000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(176) = C5H7O(76),"SimpleRate(k=ArrheniusFunction(A=136000.0, b=1.92, E=7.897, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(176) = C5H7O(175),"SimpleRate(k=ArrheniusFunction(A=14480000000.0, b=0.82, E=37.5, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + C5H7O(176) = C5H8O(184),"SimpleRate(k=ArrheniusFunction(A=9.28426e+23, b=-3.05, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(177) = C5H7O(176),"SimpleRate(k=ArrheniusFunction(A=1080000.0, b=1.99, E=25.2, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(651) = C5H7O(932),"SimpleRate(k=ArrheniusFunction(A=2.12322e+19, b=-1.866, E=42.372, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(176) = C5H7O(932),"SimpleRate(k=ArrheniusFunction(A=3.41068e+22, b=-2.688, E=18.118, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(318) = HO(46) + S(1708),"SimpleRate(k=ArrheniusFunction(A=1380000000000.0, b=0.0, E=10.909, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(343) = C5H7O(43),"SimpleRate(k=ArrheniusFunction(A=7652.45, b=1.812, E=4.595, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(343) = C5H7O(145),"SimpleRate(k=ArrheniusFunction(A=153000.0, b=2.26, E=21.27, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + C5H6O(149) = C5H7O(343),"SimpleRate(k=ArrheniusFunction(A=9600000000.0, b=0.935, E=4.17, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + C5H7O(343) = C5H8O(520),"SimpleRate(k=ArrheniusFunction(A=2805150000000.0, b=0.315, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(152) = S(678),"SimpleRate(k=ArrheniusFunction(A=121694800000000.0, b=-0.429, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO(46) + C5H7O(13) = S(564),"SimpleRate(k=ArrheniusFunction(A=20000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C3H3O(137) = S(428),"SimpleRate(k=ArrheniusFunction(A=0.690212, b=3.73, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(428) = S(2025),"SimpleRate(k=ArrheniusFunction(A=3365390000.0, b=0.841, E=7.069, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(478) = S(888),"SimpleRate(k=ArrheniusFunction(A=4910500.0, b=1.4, E=16.146, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + C5H7O3(16) = C5H8O3(66),"SimpleRate(k=ArrheniusFunction(A=5250690000.0, b=1.273, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(45) + C5H7O(1) = C5H8O3(66),"SimpleRate(k=ArrheniusFunction(A=3787080000000.0, b=-0.129, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + C5H7O3(55) = C5H8O3(66),"SimpleRate(k=ArrheniusFunction(A=1953380000000.0, b=0.347, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(45) + C5H7O(76) = S(240),"SimpleRate(k=ArrheniusFunction(A=60847400000000.0, b=-0.429, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(183) = S(240),"SimpleRate(k=ArrheniusFunction(A=5250690000.0, b=1.273, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(478) = S(240),"SimpleRate(k=ArrheniusFunction(A=9.10287e+19, b=-2.744, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(321) = HO(46) + S(1655),"SimpleRate(k=ArrheniusFunction(A=1380000000000.0, b=0.0, E=10.909, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(384) = S(148),"SimpleRate(k=ArrheniusFunction(A=0.03784917, b=3.26, E=6.425, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(384) = S(382),"SimpleRate(k=ArrheniusFunction(A=2810314000.0, b=0.886, E=25.359, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(384) = S(235),"SimpleRate(k=ArrheniusFunction(A=1953380000000.0, b=0.347, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(384) = HO(46) + S(2071),"SimpleRate(k=ArrheniusFunction(A=150300000000.0, b=0.221, E=1.478, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1684) = S(326),"SimpleRate(k=ArrheniusFunction(A=94700000.0, b=0.85, E=2.289, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1684) = HO(46) + S(1426),"SimpleRate(k=ArrheniusFunction(A=26427.61, b=2.436, E=30.295, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(29) = C5H7O(118),"SimpleRate(k=ArrheniusFunction(A=145000000000.0, b=0.6, E=36.9, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(26) = C5H7O(118),"SimpleRate(k=ArrheniusFunction(A=150300000000.0, b=0.221, E=35.099, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(674) = C5H7O(118),"SimpleRate(k=ArrheniusFunction(A=150300000000.0, b=0.221, E=21.313, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
CHO(203) + C4H6(810) = C5H7O(134),"SimpleRate(k=ArrheniusFunction(A=9162.577, b=2.399, E=3.91, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(651) = S(937),"SimpleRate(k=ArrheniusFunction(A=5925520000000.0, b=-0.119, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + C5H8O(156) = C5H9O(497),"SimpleRate(k=ArrheniusFunction(A=336000000.0, b=1.56, E=0.6, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H9O(207) = C5H9O(497),"SimpleRate(k=ArrheniusFunction(A=6760000000.0, b=0.88, E=38.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H9O(497) = C5H9O(206),"SimpleRate(k=ArrheniusFunction(A=6820000000.0, b=0.73, E=30.5, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + C5H8O(420) = C5H9O(497),"SimpleRate(k=ArrheniusFunction(A=8892000000.0, b=1.073, E=2.175, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + C5H7O(161) = C5H8O(659),"SimpleRate(k=ArrheniusFunction(A=16259800000000.0, b=0.255, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(32) = C5H7O(311),"SimpleRate(k=ArrheniusFunction(A=1.08454e+19, b=-0.859, E=44.398, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(162) = C5H7O(311),"SimpleRate(k=ArrheniusFunction(A=8699550000.0, b=0.948, E=35.068, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + C5H7O(651) = C5H8O(938),"SimpleRate(k=ArrheniusFunction(A=32519600000000.0, b=0.255, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(32) = C5H7O(312),"SimpleRate(k=ArrheniusFunction(A=1.08454e+19, b=-0.859, E=44.437, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(374) = C5H7O(33),"SimpleRate(k=ArrheniusFunction(A=7713.65, b=2.167, E=17.283, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(160) = C5H7O(135),"SimpleRate(k=ArrheniusFunction(A=4969748000.0, b=0.933, E=35.933, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(160) = C5H7O(161),"SimpleRate(k=ArrheniusFunction(A=7790819000.0, b=0.949, E=45.136, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + C5H7O(160) = C5H8O(169),"SimpleRate(k=ArrheniusFunction(A=1.52804e+55, b=-12.789, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(160) = C5H7O(162),"SimpleRate(k=ArrheniusFunction(A=6640000000.0, b=0.99, E=33.8, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H7O(374) = C5H7O(160),"SimpleRate(k=ArrheniusFunction(A=1.06161e+19, b=-1.866, E=13.983, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(114) = S(475),"SimpleRate(k=ArrheniusFunction(A=2612150000000.0, b=0.326, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(45) + C5H7O(20) = S(475),"SimpleRate(k=ArrheniusFunction(A=7574160000000.0, b=-0.129, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(471) = S(475),"SimpleRate(k=ArrheniusFunction(A=5250690000.0, b=1.273, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(45) + C5H7O(154) = S(351),"SimpleRate(k=ArrheniusFunction(A=60847400000000.0, b=-0.429, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(350) = S(351),"SimpleRate(k=ArrheniusFunction(A=5250690000.0, b=1.273, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(827) = S(351),"SimpleRate(k=ArrheniusFunction(A=20000000000000.0, b=0.0, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(232) = S(342),"SimpleRate(k=ArrheniusFunction(A=2612150000000.0, b=0.326, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(45) + C5H7O(23) = S(342),"SimpleRate(k=ArrheniusFunction(A=3563810000000.0, b=-0.054, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(339) = S(342),"SimpleRate(k=ArrheniusFunction(A=5250690000.0, b=1.273, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
H(9) + S(318) = S(342),"SimpleRate(k=ArrheniusFunction(A=15764300000000.0, b=-0.222, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(473) = S(114),"SimpleRate(k=ArrheniusFunction(A=45023.2, b=1.743, E=7.967, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
HO2(45) + C5H6O(288) = S(473),"SimpleRate(k=ArrheniusFunction(A=38.2114, b=3.201, E=7.2, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(473) = S(888),"SimpleRate(k=ArrheniusFunction(A=12838.4, b=2.123, E=9.693, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C3H5O(151) = C3H5O(486),"SimpleRate(k=ArrheniusFunction(A=3365390000.0, b=0.841, E=24.861, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(183) = S(508),"SimpleRate(k=ArrheniusFunction(A=0.234039, b=3.387, E=14.344, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(437) = HO2(45) + C5H6O(136),"SimpleRate(k=ArrheniusFunction(A=191634800000.0, b=0.573, E=33.31, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(153) = S(437),"SimpleRate(k=ArrheniusFunction(A=121694800000000.0, b=-0.429, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(1684) = S(437),"SimpleRate(k=ArrheniusFunction(A=67170.59, b=1.778, E=9.987, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
S(437) = HO(46) + S(1426),"SimpleRate(k=ArrheniusFunction(A=2.301204e-19, b=9.037, E=15.53, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
O2(4) + C5H7O(305) = S(696),"SimpleRate(k=ArrheniusFunction(A=7574160000000.0, b=-0.129, E=0.0, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
C5H9O(208) = S(1816),"SimpleRate(k=ArrheniusFunction(A=3365390000.0, b=0.841, E=11.938, B=0.0, C=0.0), k0=None, f=None, is_rev=True, type_=<RateType.CONSTANT: 'Constant'>)"
